Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Score,CLTV,Churn Category,Churn Reason,Total Spend
2027-DNKIV,1,28,Yes,0,1,Yes,3,United States,California,Spring Valley,91977,32.726627,-116.994608,56100,Yes,1,0.18798586373252985,,1,35.67,No,1,DSL,76,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-0.19980424993890028,-0.034103809376542824,0.0,0,1319.79,3522.89,4,Stayed,31,3483,Unknown,Unknown,-0.03756037450219444
8752-IMQOS,1,28,Yes,0,1,No,0,United States,California,Fullerton,92832,33.868316,-117.929029,24502,Yes,1,-1.1159906843756437,,1,5.2,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.4843733310673135,-0.9687659102920602,0.0,0,26.0,111.1,3,Stayed,42,2894,Unknown,Unknown,1.6565468096067653
4291-HYEBC,0,76,No,1,1,Yes,3,United States,California,Weldon,93283,35.55647,-118.244914,1935,Yes,2,-0.178757540422894,,0,0.0,No,1,DSL,21,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-0.8528904710041867,-0.522396356431793,0.0,0,0.0,1096.6,3,Stayed,59,2305,Unknown,Unknown,0.152460602846832
4391-LNRXK,1,37,No,0,0,No,0,United States,California,Port Costa,94569,38.035707,-122.196821,173,No,0,-0.42325314319317653,Offer D,1,48.07,No,1,Fiber Optic,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.003336778181373,-0.0607138776887267,0.0,0,1057.54,3200.34,5,Stayed,28,4242,Unknown,Unknown,-0.42466544504658105
2990-HWIML,0,58,No,0,0,No,0,United States,California,Ontario,91764,34.074087,-117.605618,49474,No,0,-1.0752414172472633,Offer E,1,47.92,No,1,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8222009051632655,-0.7533258547363683,0.0,0,287.52,860.8199999999999,1,Churned,82,2898,Competitor,Competitor had better devices,-0.8840644665297324
3345-JHUEO,1,29,Yes,0,0,No,0,United States,California,Windsor,95492,38.527297,-122.810044,23701,No,0,-1.1567399515040242,,1,46.53,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.481049737066981,-0.9817399734492445,0.0,0,186.12,241.82,3,Stayed,45,4267,Unknown,Unknown,1.7131894010299076
5995-OIGLP,1,42,No,0,0,No,0,United States,California,Port Costa,94569,38.035707,-122.196821,173,No,0,-0.8307458144769808,,1,7.97,No,1,Cable,10,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.2695997239458775,-0.7173382747884643,0.0,0,95.64,750.49,1,Churned,90,3043,Price,Extra data charges,0.2239688422521872
6827-IEAUQ,0,46,No,0,1,No,0,United States,California,Los Angeles,90035,34.051809,-118.383843,27799,Yes,5,-0.2195068075512744,,1,40.21,No,1,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,0.046141706085686136,-0.1791353010979237,0.0,0,1085.67,2960.12,3,Stayed,66,3213,Unknown,Unknown,-0.010128418597838175
7721-JXEAW,1,23,Yes,0,1,No,0,United States,California,Elk Grove,95624,38.434138,-121.30587,38534,Yes,1,1.0844697405568993,Offer B,0,0.0,No,1,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.788080387997708,0.07604333905996002,0.0,0,0.0,2452.7,2,Churned,70,4324,Competitor,Competitor offered higher download speeds,-0.8546493339098549
0323-XWWTN,1,44,No,0,0,Yes,1,United States,California,San Lucas,93954,36.125529,-120.864443,521,No,0,-1.1974892186324047,,1,33.87,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,-1.2749869090463821,-0.9528131081447061,0.0,0,101.61,222.86,5,Joined,77,4315,Unknown,Unknown,1.526783077480497
4895-TMWIR,1,79,No,1,1,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Yes,1,-0.8714950816053613,,1,29.54,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.4893587220678117,-0.9115520569475385,0.0,0,324.94,539.69,1,Churned,80,5888,Competitor,Competitor made better offer,1.297968801028144
6302-JGYRJ,1,37,No,0,0,No,0,United States,California,Chico,95928,39.681488,-121.83721,32848,No,0,-0.056509739037752714,,1,6.71,Yes,1,DSL,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,0.4881797081298748,0.13561811886335703,0.0,0,208.01,2795.71,1,Churned,67,2872,Dissatisfaction,Product dissatisfaction,-0.027586907909945512
4989-LIXVT,1,66,No,1,0,No,0,United States,California,Santa Monica,90404,34.026334,-118.474222,19975,No,0,1.451213144712323,,1,19.67,Yes,1,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0349109211845293,1.8635073804944753,0.0,0,1337.5600000000002,7840.76,3,Stayed,68,5080,Unknown,Unknown,1.501876332429328
8868-GAGIO,1,49,No,0,1,No,0,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,Yes,8,0.5139800007595733,,1,22.8,Yes,1,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.6576830021468192,0.6326262355565117,0.0,0,1026.0,4739.95,3,Stayed,44,3289,Unknown,Unknown,0.33803590994298055
7694-VLBWQ,1,61,No,0,1,No,0,United States,California,Coronado,92118,32.68674,-117.186612,24093,Yes,4,1.4104638775839426,Offer A,1,8.18,Yes,1,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1.3074456292117733,2.100769457244819,0.0,0,548.06,7588.91,2,Churned,74,4857,Dissatisfaction,Product dissatisfaction,1.8441048319082156
6833-JMZYP,0,54,No,0,0,No,0,United States,California,Hesperia,92345,34.361387,-117.337509,68515,No,0,-0.7084980130918396,,1,15.28,No,1,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9717626351782166,-0.3419730325605421,0.0,0,229.2,1734.65,3,Stayed,77,4521,Unknown,Unknown,-0.6884918962206567
5345-BMKWB,1,29,Yes,0,1,No,0,United States,California,San Francisco,94122,37.760412,-122.484966,55504,Yes,9,-0.9937428829905025,,1,4.98,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.479387940066815,-0.9364410760654022,0.0,0,39.84,198.19,4,Stayed,24,4964,Unknown,Unknown,1.4701312366233776
1355-KUSBG,0,56,No,0,1,Yes,2,United States,California,Fall River Mills,96028,41.017282,-121.468945,1902,Yes,1,-1.0344921501188828,Offer E,1,9.1,Yes,1,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.5305018529719588,-0.851955212410881,0.0,0,63.7,413.5,4,Stayed,51,4785,Unknown,Unknown,0.5488000025230132
8634-MPHTR,1,68,No,1,1,No,0,United States,California,Forbestown,95941,39.531028,-121.24807,452,Yes,1,0.5954785350163341,,1,8.97,Yes,1,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1728400721983174,1.1432482926714056,0.0,0,421.59,5292.64,1,Churned,91,5166,Attitude,Attitude of support person,0.6984010880011056
7021-XSNYE,1,46,No,0,1,Yes,2,United States,California,Lancaster,93535,34.712708,-117.889656,57794,Yes,4,-1.0344921501188828,,0,0.0,No,1,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,-0.5022513039691348,-0.8714825013464389,0.0,0,0.0,305.55,3,Stayed,60,2750,Unknown,Unknown,0.5195750313430428
3712-PKXZA,1,22,Yes,0,1,No,0,United States,California,Glendale,91201,34.17051,-118.289463,23981,Yes,3,1.1659682748136602,,1,19.27,No,0,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,-1.4694171580658184,-0.4538191654581049,0.0,0,1175.47,2427.4700000000003,4,Stayed,42,5110,Unknown,Unknown,-1.7132937887715938
3995-WFCSM,0,28,Yes,0,0,No,0,United States,California,San Jacinto,92582,33.806708,-117.02007,4456,No,0,-1.238238485760785,,1,15.25,No,1,DSL,82,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-0.13000877593192306,-0.957159860597028,0.0,0,30.5,141.9,5,Joined,54,3796,Unknown,Unknown,0.16098186984555762
8400-WZICQ,0,49,No,0,1,Yes,2,United States,California,Long Beach,90813,33.781086,-118.199049,63136,Yes,9,0.9214726720433775,Offer B,1,36.41,No,1,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.3011738669490337,0.3757265462043076,34.16,0,2002.55,5100.1900000000005,3,Stayed,61,4149,Unknown,Unknown,-0.27752348792716275
7181-OQCUT,1,60,No,0,0,No,0,United States,California,Fresno,93706,36.654614,-119.903674,35790,No,0,-0.464002410321557,Offer D,1,15.89,Yes,1,Fiber Optic,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,1.2991366442109427,-0.028852402860539642,0.0,0,333.69,2548.69,3,Stayed,77,4520,Unknown,Unknown,-0.6028025342509364
8065-QBYTO,0,68,No,1,0,No,0,United States,California,Pomona,91768,34.067932,-117.785168,36057,No,0,1.5734609460974642,Offer A,1,3.91,Yes,1,Fiber Optic,12,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,1.1595456961969886,2.162727228240352,0.0,0,277.61,7458.86,4,Stayed,63,5448,Unknown,Unknown,1.8244998681813565
1229-RCALF,0,37,No,0,1,No,0,United States,California,San Jose,95117,37.311088,-121.961786,29914,Yes,1,1.2882160761988013,,1,46.44,Yes,1,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.6697173752479884,2.2575614517940554,0.0,0,2972.16,10368.31,4,Stayed,45,5189,Unknown,Unknown,2.150956765502925
6248-BSHKG,1,42,No,0,1,Yes,3,United States,California,Soledad,93960,36.414216,-121.360597,13003,Yes,7,1.1659682748136602,Offer B,1,31.49,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.4744025490663168,-0.4650942441542293,0.0,0,1920.89,3147.34,3,Stayed,77,5897,Unknown,Unknown,-1.7191065965157164
0980-FEXWF,1,32,No,0,1,Yes,1,United States,California,Fiddletown,95629,38.513484,-120.704613,850,Yes,4,-0.26025607467965484,Offer C,1,4.62,No,1,DSL,19,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,-0.47898614596680894,-0.43890340577399517,0.0,0,120.12,1405.92,5,Stayed,48,3386,Unknown,Unknown,0.12465905417525788
6797-LNAQX,1,34,No,0,1,No,0,United States,California,Poway,92064,32.984395,-117.013454,47969,Yes,1,1.5327116789690838,Offer A,1,29.59,Yes,1,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,1.114677177192503,2.0207406697089225,0.0,20,2071.3,8950.8,2,Churned,91,4794,Competitor,Competitor had better devices,1.7084787277632403
8404-FYDIB,1,19,Yes,0,0,No,0,United States,California,Los Angeles,90012,34.065875,-118.238728,30596,No,0,-0.26025607467965484,Offer C,1,49.87,Yes,1,Fiber Optic,48,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.7274784761537967,-0.03161049451810432,0.0,0,1296.62,3505.37,3,Stayed,54,4469,Unknown,Unknown,-0.189330692617724
6969-MVBAI,0,66,No,1,0,No,0,United States,California,Davis Creek,96108,41.750354,-120.403885,104,No,0,-0.9529936158621221,Offer E,1,40.0,Yes,1,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8421424691652587,-0.6458706037576485,0.0,0,360.0,1176.8,5,Stayed,48,2893,Unknown,Unknown,-0.8025563967608556
3374-TTZTK,1,26,Yes,0,1,No,0,United States,California,Sun City,92585,33.739412,-117.173334,8692,Yes,4,0.7992248706582362,,1,49.82,No,1,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.3805646972190828,1.4150637417077194,0.0,0,2590.64,8077.639999999999,3,Stayed,36,4969,Unknown,Unknown,1.1033816415702484
0410-IPFTY,0,64,No,0,1,No,0,United States,California,Long Beach,90822,33.778436,-118.118648,425,Yes,1,-0.056509739037752714,Offer C,1,12.03,No,1,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6344178441444933,0.17376804267079174,11.37,0,372.93,3035.71,3,Stayed,56,4283,Unknown,Unknown,-0.03585078681349899
8454-AATJP,0,41,No,0,0,No,0,United States,California,Oakland,94607,37.80707,-122.297401,21054,No,0,1.6142102132258447,Offer A,1,19.6,Yes,1,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,1.6713791722481544,2.7027615747915155,0.0,0,1411.2,9816.2,3,Stayed,46,5905,Unknown,Unknown,2.697957330015929
5120-ZBLAI,0,40,No,0,1,No,0,United States,California,King City,93930,36.220761,-120.980777,14477,Yes,5,0.7177263364014754,Offer B,1,9.47,Yes,1,DSL,28,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.36354493311741554,0.7042262949868906,0.0,0,473.50000000000006,4349.7,5,Stayed,75,6144,Unknown,Unknown,0.2609257729636821
3604-WLABM,0,41,No,0,0,No,0,United States,California,San Diego,92104,32.741499,-117.127409,47689,No,0,-0.9122443487337416,Offer D,1,12.96,No,1,DSL,29,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.3493659799538514,-0.7490452964838278,0.0,0,129.60000000000002,712.6,4,Stayed,43,2253,Unknown,Unknown,0.31870714085272656
3923-CSIHK,0,69,No,1,1,No,0,United States,California,Herald,95638,38.313447,-121.123886,1745,Yes,1,0.7177263364014754,,1,4.6,No,1,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2089978121019659,0.513873841148407,0.0,0,230.0,3674.85,3,Churned,94,5746,Other,Poor expertise of online support,0.15000323399586793
6806-YDEUL,0,67,No,1,0,No,0,United States,California,Sacramento,95817,38.550722,-121.457314,14966,No,0,-1.0752414172472633,Offer E,1,2.03,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-1.504314895069307,-0.9591898160569955,0.0,0,12.18,118.98,3,Stayed,77,3288,Unknown,Unknown,1.61750167976049
3280-MRDOF,1,69,No,1,0,No,0,United States,California,Los Angeles,90067,34.057496,-118.413959,2527,No,0,-0.09725900616613313,,1,19.92,Yes,1,DSL,30,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.14418772909548702,-0.08229318681751277,21.08,0,597.6,2670.42,3,Stayed,75,3415,Unknown,Unknown,-0.014023555233178706
9938-ZREHM,0,41,No,0,1,No,0,United States,California,Oxnard,93033,34.156629,-119.117218,77791,Yes,4,0.18798586373252985,,1,42.45,Yes,1,DSL,23,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,0.2438955491054544,0.16681765169372875,16.36,0,1570.65,4212.6900000000005,3,Stayed,50,2703,Unknown,Unknown,0.04584891545910849
5285-MVEHD,0,35,No,0,1,No,0,United States,California,Sunnyvale,94087,37.3511,-122.037311,50070,Yes,1,0.9622219391717579,Offer B,1,34.1,No,1,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.3572995392167568,1.6717427837273182,0.0,0,1909.6,7978.25,4,Stayed,24,4196,Unknown,Unknown,1.3060233946620812
9793-WECQC,1,53,No,0,0,No,0,United States,California,Foresthill,95631,39.031876,-120.811141,5714,No,0,-0.38250387606479613,,1,48.21,No,1,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,1.0149693571825356,-0.0386050149616883,0.0,0,1108.83,3301.73,3,Stayed,68,5029,Unknown,Unknown,-0.3882297132093144
2805-EDJPQ,0,45,No,0,1,No,0,United States,California,San Diego,92124,32.827238,-117.089287,30206,Yes,9,0.9622219391717579,,1,20.53,Yes,1,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,1.1628692901973208,1.4686369140642557,0.0,0,1149.68,6758.08,4,Stayed,68,5926,Unknown,Unknown,1.1189383434169518
3955-JBZZM,1,45,No,0,0,No,0,United States,California,Hermosa Beach,90254,33.86532,-118.396336,18693,No,0,-0.5047516774499374,Offer D,1,45.39,No,1,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.466576347127715,-0.2820231522917164,0.0,0,907.8,2549.1,3,Stayed,80,2317,Unknown,Unknown,-0.23550519387117844
1470-PSXNM,1,27,Yes,0,1,Yes,2,United States,California,San Diego,92110,32.76501,-117.19938,24169,Yes,7,0.676977069273095,,1,36.08,Yes,1,Fiber Optic,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.9601300561770538,0.9883979946490942,33.13,0,1767.9199999999998,6254.94,3,Stayed,65,5542,Unknown,Unknown,0.6499860315517539
1755-RMCXH,1,37,No,0,1,Yes,2,United States,California,San Dimas,91773,34.102119,-117.815532,33878,Yes,5,-1.238238485760785,Offer E,1,7.27,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.477726143066649,-0.9885579760267442,0.0,0,14.54,54.79,4,Joined,38,5113,Unknown,Unknown,1.8297773817599727
4713-LZDRV,0,80,No,1,0,No,0,United States,California,Malibu,90263,34.037037,-118.705803,11,No,0,-1.238238485760785,Offer E,1,31.91,No,1,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4931650991303729,-0.9202455618521823,0.0,0,63.82,258.87,3,Churned,94,4322,Price,Long distance charges,-0.6106560055772604
7394-FKDNK,0,62,No,0,1,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Yes,3,-0.9529936158621221,Offer E,1,26.51,No,1,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.8205391081630994,-0.6298516074105128,0.0,0,238.59,1091.69,2,Churned,91,4971,Competitor,Competitor made better offer,-0.781968531644633
2773-OVBPK,1,60,No,0,1,No,0,United States,California,Orange,92865,33.828779,-117.848299,18058,Yes,1,1.4104638775839426,Offer A,1,21.71,Yes,1,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.5467443972356951,2.3330449042782857,36.66,0,1454.5700000000002,8985.11,3,Stayed,59,4469,Unknown,Unknown,2.181627100156297
2330-PQGDQ,1,36,No,0,1,Yes,3,United States,California,Gualala,95445,38.848082,-123.50608,1916,Yes,6,0.7584756035298558,,1,9.5,Yes,1,Fiber Optic,51,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.6460504231456565,0.8911366504367336,39.68,0,484.5,4744.57,5,Stayed,33,4952,Unknown,Unknown,0.49001348460612054
3645-DEYGF,1,29,Yes,0,0,Yes,1,United States,California,Northridge,91325,34.236683,-118.517588,32307,No,0,-1.2789877528891656,,1,7.57,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.462769970065154,-0.9971632219983461,0.0,0,7.57,28.32,5,Joined,25,3358,Unknown,Unknown,1.8708648770073832
2615-YVMYX,1,68,No,1,1,No,0,United States,California,Chula Vista,91915,32.605012,-116.97595,9278,Yes,7,1.5734609460974642,,1,30.59,Yes,1,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.42044782522307,2.39762837853182,0.0,140,2171.89,10025.44,3,Stayed,64,5775,Unknown,Unknown,2.235019178957577
1891-QRQSA,1,71,No,1,1,No,0,United States,California,Downey,90241,33.940884,-118.128628,40152,Yes,9,1.2882160761988013,Offer B,1,16.33,Yes,1,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.5567151792366918,2.1264307420268005,0.0,0,1045.12,8144.12,4,Stayed,69,4881,Unknown,Unknown,2.005385519955405
7254-IQWOZ,1,30,No,0,0,No,0,United States,California,Redding,96001,40.587919,-122.464732,31586,No,0,-1.2789877528891656,Offer E,1,28.7,No,1,Fiber Optic,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.16246749609731476,-0.97558391286956,0.0,0,28.7,98.35,1,Churned,67,5258,Dissatisfaction,Network reliability,-0.20779393775103389
7123-WQUHX,1,34,No,0,0,No,0,United States,California,Santa Monica,90401,34.015481,-118.493231,5221,No,0,0.22873513086091027,Offer C,1,3.95,Yes,1,Fiber Optic,21,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,1.0049985751815391,0.5848119585809705,0.0,0,150.1,3755.7,5,Stayed,63,4741,Unknown,Unknown,0.2298784806091777
5198-EFNBM,1,66,No,1,1,No,0,United States,California,Kingsburg,93631,36.478239,-119.52137,14088,Yes,10,1.0029712063001384,,1,46.62,No,1,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.8604222361670865,1.2883239138593077,0.0,0,2657.34,7857.139999999999,4,Stayed,23,5636,Unknown,Unknown,0.8629787281359652
8158-WPEZG,1,20,Yes,0,0,No,0,United States,California,Los Angeles,90061,33.92128,-118.274186,24511,No,0,-0.8714950816053613,,0,0.0,No,1,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.9675544640156493,-0.8187257241205418,0.0,0,0.0,425.1,4,Stayed,61,4986,Unknown,Unknown,0.8432189565749498
0883-EIBTI,0,23,Yes,0,0,No,0,United States,California,Clarksburg,95612,38.384648,-121.578701,1417,No,0,-1.238238485760785,,1,28.02,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.504314895069307,-0.9923972396140742,0.0,0,56.04,87.59,3,Churned,82,2484,Dissatisfaction,Limited range of services,1.8627005977780131
2233-FAGXV,0,41,No,0,1,Yes,3,United States,California,Salton City,92275,33.28156,-115.955541,799,Yes,6,-1.1159906843756437,,1,6.7,Yes,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.3447823830533592,-0.9479588668273923,0.0,0,33.5,165.75,5,Stayed,20,3181,Unknown,Unknown,1.5007646120000273
2954-PIBKO,0,64,No,0,1,No,0,United States,California,Los Angeles,90058,34.001617,-118.222274,3642,Yes,7,1.4919624118407036,,1,39.88,Yes,1,Cable,17,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,-0.020330173920958795,0.8709915489698814,0.0,40,2751.7200000000003,7045.820000000001,3,Stayed,62,5128,Unknown,Unknown,-0.030331855316254656
3474-BAFSJ,1,27,Yes,0,1,No,0,United States,California,West Hollywood,90069,34.093781,-118.381061,20408,Yes,2,1.0029712063001384,,0,0.0,No,1,DSL,69,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,-0.24134917494305336,0.43492622554227567,0.0,150,0.0,3415.95,4,Stayed,75,4133,Unknown,Unknown,-0.24206627313217735
0257-ZESQC,0,80,No,1,1,No,0,United States,California,Perris,92571,33.828289,-117.201666,26357,Yes,2,-0.2195068075512744,,1,7.02,No,1,Cable,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3469269631157543,-0.15490822397787563,0.0,0,189.54,2118.89,1,Churned,91,4517,Attitude,Attitude of support person,-0.07615283012699796
3219-JQRSL,0,70,No,1,1,No,0,United States,California,Monterey Park,91755,34.049172,-118.115022,26933,Yes,1,1.6142102132258447,,1,24.44,Yes,1,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.8089065291619363,1.7969601449807546,0.0,0,1759.68,8112.08,3,Stayed,39,4627,Unknown,Unknown,1.3057451809182672
6743-HHQPF,1,26,Yes,0,1,No,0,United States,California,Capay,95607,38.681651,-122.130569,262,Yes,5,0.391732199374432,,0,0.0,No,1,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,-1.3181936310507012,-0.5221536443659273,0.0,0,0.0,1097.15,3,Stayed,57,4959,Unknown,Unknown,-0.5163788902928598
1131-ALZWV,0,58,No,0,0,No,0,United States,California,San Lorenzo,94580,37.676249,-122.132415,26240,No,0,-0.3417546089364157,Offer C,1,42.66,Yes,0,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,-1.3348116010523623,-0.7392264901828975,0.0,0,1023.84,1629.09,5,Stayed,62,4147,Unknown,Unknown,0.456178016721441
7269-JISCY,0,48,No,0,0,No,0,United States,California,Los Alamitos,90720,33.79499,-118.065591,21343,No,0,0.9214726720433775,,1,33.6,No,1,DSL,5,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-0.6551366279844181,0.08041215624554252,0.0,0,1848.0,4310.6,3,Stayed,39,4055,Unknown,Unknown,-0.6036904991422899
7881-EVUAD,0,49,No,0,0,No,0,United States,California,Oroville,95966,39.473896,-121.415927,28382,No,0,-1.238238485760785,Offer E,0,0.0,No,1,DSL,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.736564680992558,-0.9743703525402315,0.0,0,0.0,72.4,2,Churned,79,4648,Competitor,Competitor offered more data,0.9120427352571008
8711-LOBKY,1,50,No,0,1,Yes,1,United States,California,Navarro,95463,39.182916,-123.552571,148,Yes,2,1.0844697405568993,,1,41.19,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4926823160681442,-0.4819517003652646,0.0,0,2430.21,3618.46,3,Stayed,59,6144,Unknown,Unknown,-1.6187688040402919
9442-JTWDL,0,52,No,0,0,No,0,United States,California,Heber,92249,32.730583,-115.501083,3535,No,0,-0.8714950816053613,,1,26.85,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.4860351280674797,-0.901424344380961,0.0,0,295.35,533.05,4,Stayed,48,5355,Unknown,Unknown,1.2950723052036017
9385-NXKDA,0,53,No,0,1,No,0,United States,California,Hesperia,92345,34.361387,-117.337509,68515,Yes,7,1.6142102132258447,Offer A,1,17.28,Yes,1,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.5945347161405068,1.6058574902114136,0.0,0,1244.16,7163.51,3,Stayed,42,4324,Unknown,Unknown,0.9597040109113345
