Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
9248-OJYKK,1,74,No,1,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.2789877528891656,,1,3.84,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.3884718881199074,-0.9725831091461298,0.0,10,3.84,90.29,3,Churned,Yes,95,3763,Competitor,Competitor made better offer
3398-FSHON,0,79,No,1,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-0.8307458144769808,,1,34.01,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8820255971692458,-0.5233230752287348,0.0,0,408.12,1502.62,2,Churned,Yes,94,4703,Competitor,Competitor made better offer
3319-DWOEP,1,69,No,1,1,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.0752414172472633,Offer E,1,47.9,No,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0299255301840309,-0.7531272721370236,0.0,0,287.4,861.15,3,Churned,Yes,90,5750,Competitor,Competitor made better offer
0818-OCPZO,1,80,No,1,0,No,0,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,No,0,-0.2195068075512744,,1,42.91,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5546515881365197,-0.06987074199184143,0.0,0,1158.57,3280.62,3,Churned,Yes,83,2571,Competitor,Competitor offered more data
1389-CXMLU,1,65,No,1,0,No,0,United States,California,Downey,90242,33.921793,-118.140588,42459,No,0,-1.1974892186324047,Offer E,1,26.32,Yes,Yes,Fiber Optic,8,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8737166121684152,-0.8787417985891491,0.0,0,78.96000000000001,368.06000000000006,2,Churned,Yes,91,2194,Competitor,Competitor made better offer
5561-NWEVX,0,78,No,1,1,No,0,United States,California,Hermosa Beach,90254,33.86532,-118.396336,18693,Yes,1,-1.238238485760785,Offer E,1,17.73,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.47987072312904416,-0.9300423034198522,0.0,0,35.46,208.31,3,Churned,Yes,67,4225,Price,Price too high
2272-QAGFO,0,75,No,1,0,No,0,United States,California,Inglewood,90304,33.936827,-118.359824,28680,No,0,-0.7492472802202199,,1,35.07,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3170146171127639,-0.5225508095646166,0.0,0,490.98,1587.23,3,Churned,Yes,71,5342,Dissatisfaction,Service dissatisfaction
3768-NLUBH,1,73,No,1,1,No,0,United States,California,Torrance,90503,33.840399,-118.353714,41979,Yes,1,1.0029712063001384,Offer B,1,42.1,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1.1911198392001445,1.529425254196981,0.0,0,2399.7000000000003,8145.85,1,Churned,Yes,74,5247,Dissatisfaction,Network reliability
7359-SSBJK,0,80,No,1,0,No,0,United States,California,Whittier,90605,33.960891,-118.032222,38181,No,0,1.2882160761988013,Offer B,1,29.12,No,Yes,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.18074726309914202,0.9711213085061092,0.0,0,1863.68,6344.68,1,Churned,Yes,89,6080,Price,Lack of affordable download/upload speed
0685-MLYYM,0,74,No,1,0,No,0,United States,California,Buena Park,90620,33.845706,-118.012204,44442,No,0,-1.238238485760785,Offer E,1,9.86,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.19902703010096928,-0.9379856073936385,0.0,0,19.72,174.57,2,Churned,Yes,96,4407,Price,Long distance charges
7957-RYHQD,0,65,No,1,0,No,0,United States,California,Bellflower,90706,33.887676,-118.127289,72893,No,0,0.31023366511767114,Offer B,1,44.86,No,Yes,Fiber Optic,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.47987072312904416,0.4207606667890235,0.0,0,1794.4,5028.25,1,Churned,Yes,94,3207,Price,Price too high
6230-BSUXY,0,71,No,1,0,No,0,United States,California,Paramount,90723,33.897122,-118.164432,55306,No,0,-1.2789877528891656,,1,42.5,No,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6726391751483144,-0.9688100397585812,0.0,0,42.5,127.5,2,Churned,Yes,93,2650,Dissatisfaction,Network reliability
3990-QYKBE,1,74,No,1,1,No,0,United States,California,La Canada Flintridge,91011,34.234912,-118.153729,20200,Yes,3,0.18798586373252985,,1,49.37,Yes,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9219087251732329,0.5264728038401625,0.0,0,1826.69,5300.09,1,Churned,Yes,95,4127,Competitor,Competitor had better devices
9274-CNFMO,1,76,No,1,1,No,0,United States,California,Pacoima,91331,34.255442,-118.421314,97318,Yes,1,-1.1567399515040242,,1,28.11,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3386179781149237,-0.8700924231510263,0.0,0,112.44,421.14,2,Churned,Yes,69,3716,Competitor,Competitor offered more data
3005-NFMTA,1,73,No,1,0,No,0,United States,California,Valencia,91354,34.457005,-118.573726,17846,No,0,0.9214726720433775,Offer B,1,8.93,Yes,Yes,Fiber Optic,21,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1312951471941644,1.4727630191839725,0.0,0,491.15,6108.9,2,Churned,Yes,69,5543,Price,Price too high
5389-FFVKB,1,71,No,1,1,No,0,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Yes,1,-0.015760471909372284,,1,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.5164302571326987,0.08943663214909425,0.0,0,66.56,2549.61,1,Churned,Yes,94,5365,Dissatisfaction,Service dissatisfaction
8444-WRIDW,0,72,No,1,0,No,0,United States,California,Thousand Oaks,91362,34.191842,-118.822796,33057,No,0,1.3697146104555622,,1,45.59,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.5214156481331973,1.2991576978902217,0.0,140,3008.94,8373.29,2,Churned,Yes,79,5011,Attitude,Attitude of support person
5868-YWPDW,1,76,No,1,1,No,0,United States,California,Sherman Oaks,91423,34.146957,-118.432138,29387,Yes,1,-1.0752414172472633,,1,40.44,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6460504231456565,-0.7772219608575085,0.0,0,242.64,761.79,2,Churned,Yes,72,5834,Dissatisfaction,Limited range of services
1273-MTETI,0,69,No,1,0,No,0,United States,California,Rancho Cucamonga,91737,34.245289,-117.642503,23079,No,0,-1.1567399515040242,,1,12.86,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8005975441611056,-0.8419598882438666,0.0,0,51.44,423.89,3,Churned,Yes,74,2754,Other,Don't know
5480-HPRRX,0,80,No,1,0,No,0,United States,California,Glendora,91740,34.119363,-117.855059,25135,No,0,-1.1974892186324047,,0,0.0,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.3115464430500368,-0.9720094260813562,0.0,0,0.0,77.75,3,Churned,Yes,74,3542,Attitude,Attitude of support person
7234-FECYN,0,78,No,1,0,No,0,United States,California,San Gabriel,91776,34.089927,-118.095645,38041,No,0,-0.9937428829905025,,1,43.98,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1.2160467942026365,-0.661889600104784,0.0,0,351.84,1132.34,3,Churned,Yes,68,5546,Attitude,Attitude of support person
1400-MMYXY,1,71,No,1,1,No,0,United States,California,Alhambra,91801,34.090925,-118.128164,54382,Yes,1,-1.1974892186324047,,1,41.3,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3672703212177542,-0.8586408265888177,0.0,0,123.9,458.55,2,Churned,Yes,71,2715,Attitude,Attitude of service provider
7142-HVGBG,1,73,No,1,1,No,0,United States,California,Mount Laguna,91948,32.830852,-116.444601,81,Yes,1,0.4324814665028124,Offer B,1,17.43,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2708860952081187,0.9416869543365791,0.0,0,749.49,5163.79,1,Churned,Yes,91,2505,Competitor,Competitor had better devices
1564-NTYXF,0,79,No,1,0,No,0,United States,California,San Marcos,92078,33.119028,-117.166036,6760,No,0,-0.7899965473486004,,1,4.45,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.572931355138347,-0.5088927396763563,0.0,0,57.85,1185.05,2,Churned,Yes,91,3363,Attitude,Attitude of support person
0886-QGENL,0,72,No,1,1,No,0,United States,California,San Diego,92104,32.741499,-117.127409,47689,Yes,1,-0.2195068075512744,,1,45.82,No,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2127232002023045,0.20920400428718258,0.0,0,1237.14,3991.59,1,Churned,Yes,77,4853,Attitude,Attitude of service provider
8739-WWKDU,1,69,No,1,0,No,0,United States,California,San Diego,92109,32.787836,-117.232376,46086,No,0,-0.3010053418080353,,1,18.46,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8222009051632655,-0.037170807299754666,0.0,0,461.5,2657.65,1,Churned,Yes,90,4849,Competitor,Competitor had better devices
8685-WHQPW,0,79,No,1,0,No,0,United States,California,San Diego,92110,32.76501,-117.19938,24169,No,0,-0.42325314319317653,,1,5.09,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.32033821111309646,-0.25938473596642553,0.0,0,111.98,1804.58,1,Churned,Yes,81,2407,Competitor,Competitor had better devices
7240-FQLHE,0,68,No,1,1,No,0,United States,California,San Diego,92114,32.707892,-117.05512,66838,Yes,1,-0.5862502117066982,,1,25.27,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1.1628692901973208,-0.19599275730895901,0.0,0,454.86,2291.11,2,Churned,Yes,68,5857,Attitude,Attitude of support person
6664-FPDAC,0,77,No,1,0,No,0,United States,California,San Diego,92115,32.762506,-117.07245,56887,No,0,0.9622219391717579,Offer B,1,19.46,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,1.5683477582378549,1.8263062402172427,0.0,0,1089.76,7508.66,3,Churned,Yes,91,4060,Attitude,Attitude of service provider
0786-VSSUD,1,68,No,1,0,No,0,United States,California,San Diego,92123,32.808814,-117.134694,25232,No,0,-0.6677487459634591,,0,0.0,No,Yes,DSL,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,-0.8562140650045189,-0.7063059081582056,0.0,0,0.0,679.85,1,Churned,Yes,92,5692,Competitor,Competitor had better devices
6583-QGCSI,0,79,No,1,1,No,0,United States,California,Indian Wells,92210,33.537646,-116.291089,3873,Yes,1,0.7177263364014754,Offer B,1,37.12,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.7740087921584478,0.9209681698049533,0.0,100,1856.0,6323.35,3,Churned,Yes,87,5813,Competitor,Competitor made better offer
1980-KXVPM,0,68,No,1,0,No,0,United States,California,El Centro,92243,32.770393,-115.60915,43712,No,0,-1.1974892186324047,,1,23.82,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.3419415721152558,-0.8932383283413091,0.0,0,71.46000000000001,327.71000000000004,1,Churned,Yes,83,3553,Competitor,Competitor had better devices
0723-DRCLG,0,73,No,1,1,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Yes,1,-1.2789877528891656,,1,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.32200000811326246,-0.9734656984765504,0.0,10,31.27,115.72,2,Churned,Yes,94,2394,Other,Don't know
6894-LFHLY,1,79,No,1,0,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,No,0,-1.2789877528891656,,1,8.35,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3652067301175816,-0.972892015411777,0.0,0,8.35,84.1,1,Churned,Yes,90,5571,Competitor,Competitor made better offer
8361-LTMKD,1,75,No,1,1,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,No,0,-1.1567399515040242,,1,10.61,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,0.32033821111309646,-0.871019141947968,0.0,20,42.44,369.04,2,Churned,Yes,77,5839,Competitor,Competitor made better offer
3841-NFECX,0,69,No,1,1,No,0,United States,California,Los Angeles,90033,34.050198,-118.210946,49431,Yes,3,1.5734609460974642,,1,47.02,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,1.0498670941860242,1.9798988484437046,0.0,0,3338.42,10105.37,4,Stayed,No,38,5309,Unknown,Unknown
4929-XIHVW,1,79,No,1,1,No,0,United States,California,Los Angeles,90034,34.030578,-118.399613,58218,Yes,10,-1.238238485760785,Offer E,1,33.1,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,1.0216165451832002,-0.926158910366001,0.0,10,66.2,257.85,5,Joined,No,69,4449,Unknown,Unknown
3413-BMNZE,1,71,No,1,0,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,No,0,-1.2789877528891656,Offer E,1,11.89,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-0.6484894399837535,-0.9863515027006925,0.0,0,11.89,57.14,3,Joined,No,40,3144,Unknown,Unknown
8012-SOUDQ,0,65,No,1,0,No,0,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,No,0,0.4324814665028124,Offer B,1,12.58,Yes,Yes,Fiber Optic,26,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.8471278601657574,0.6876998097747632,0.0,0,540.94,4379.6900000000005,4,Stayed,No,52,2223,Unknown,Unknown
6575-SUVOI,0,65,No,1,1,No,0,United States,California,Los Angeles,90062,34.003553,-118.308933,29299,Yes,9,-0.3010053418080353,,1,30.6,Yes,Yes,DSL,2,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.1574821050968162,-0.23288499132054408,0.0,0,765.0,2517.65,4,Stayed,No,25,3154,Unknown,Unknown
4667-QONEA,0,72,No,1,1,No,0,United States,California,Los Angeles,90064,34.037251,-118.423573,24505,Yes,9,1.1252190076852797,Offer B,1,48.9,No,Yes,Cable,16,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,0.33529438411459117,0.9602433950086743,0.0,0,2934.0,7390.35,3,Stayed,No,59,5153,Unknown,Unknown
5067-XJQFU,1,77,No,1,1,No,0,United States,California,Los Angeles,90067,34.057496,-118.413959,2527,Yes,3,1.3697146104555622,,1,21.79,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,1.4520219682262263,2.1164354178597864,0.0,0,1438.14,8514.49,5,Stayed,No,74,4582,Unknown,Unknown
1891-QRQSA,1,71,No,1,1,No,0,United States,California,Downey,90241,33.940884,-118.128628,40152,Yes,9,1.2882160761988013,Offer B,1,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.5567151792366918,2.1264307420268005,0.0,0,1045.12,8144.12,4,Stayed,No,69,4881,Unknown,Unknown
2673-CXQEU,0,73,No,1,0,No,0,United States,California,Gardena,90247,33.890853,-118.297967,47758,No,0,0.9622219391717579,,1,47.13,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,1.5201556452330371,1.7030085107574717,0.0,0,2639.28,8778.78,4,Stayed,No,21,4463,Unknown,Unknown
0191-ZHSKZ,1,80,No,1,0,No,0,United States,California,Hawthorne,90250,33.914775,-118.348083,93315,No,0,-0.09725900616613313,,1,38.61,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.3319707901142591,-0.07461465964285266,0.0,0,1158.3,3269.6000000000004,4,Stayed,No,55,3033,Unknown,Unknown
2424-WVHPL,1,79,No,1,0,No,0,United States,California,Redondo Beach,90278,33.873395,-118.37019,37322,No,0,-1.2789877528891656,,1,27.65,No,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.3303089931140931,-0.9733553748102478,0.0,0,27.65,102.35,5,Joined,No,60,4182,Unknown,Unknown
5386-THSLQ,0,65,No,1,1,No,0,United States,California,Santa Monica,90402,34.035849,-118.503508,11509,No,0,1.3697146104555622,Offer A,0,0.0,No,Yes,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,-0.6385186579827569,0.32958918895656564,0.0,0,0.0,3027.25,5,Stayed,No,28,6238,Unknown,Unknown
2639-UGMAZ,1,73,No,1,0,No,0,United States,California,Artesia,90701,33.867593,-118.080637,16398,No,0,1.5734609460974642,Offer A,0,0.0,No,Yes,DSL,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-0.2762469119465419,0.7523936076946002,0.0,0,0.0,3985.35,3,Stayed,No,68,5372,Unknown,Unknown
3146-MSEGF,0,71,No,1,1,No,0,United States,California,Paramount,90723,33.897122,-118.164432,55306,Yes,1,1.6142102132258447,Offer A,1,20.48,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.7740087921584478,1.8292849792074126,0.0,0,1474.56,7900.209999999999,3,Stayed,No,8,6102,Unknown,Unknown
1131-QQZEB,1,66,No,1,1,No,0,United States,California,Sunset Beach,90742,33.719221,-118.073596,1107,Yes,7,1.5734609460974642,Offer A,1,30.72,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-1.3564149620545218,-0.23131839525904735,0.0,0,2181.12,3937.32,3,Stayed,No,52,4329,Unknown,Unknown
2504-DSHIH,1,66,No,1,1,No,0,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Yes,1,-0.38250387606479613,,1,42.59,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.7324638671542947,-0.13438802204559444,0.0,0,979.57,2955.42,3,Stayed,No,38,5788,Unknown,Unknown
9058-HRZSV,0,77,No,1,1,No,0,United States,California,Baldwin Park,91706,34.098275,-117.967399,76890,Yes,2,1.3289653433271817,,1,38.32,No,Yes,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.9850570111795457,1.6971172269769133,0.0,0,2490.8,8616.95,4,Stayed,No,7,5348,Unknown,Unknown
4522-AKYLR,0,68,No,1,0,No,0,United States,California,Chino Hills,91709,33.942895,-117.725644,66754,No,0,-0.7899965473486004,,1,10.51,No,Yes,DSL,20,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.3310862129520241,-0.6836012976331332,0.0,0,136.63,867.93,4,Stayed,No,7,5557,Unknown,Unknown
0221-WMXNQ,1,66,No,1,0,No,0,United States,California,Chino,91710,33.990646,-117.663025,75319,No,0,-1.1567399515040242,Offer E,1,36.4,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.35191235411625243,-0.8856701248329516,0.0,0,145.6,419.0,3,Stayed,No,40,4033,Unknown,Unknown
5046-NUHWD,0,69,No,1,1,No,0,United States,California,Hacienda Heights,91745,33.998471,-117.973758,53686,Yes,5,-0.13800827329451357,,0,0.0,No,Yes,Cable,23,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-0.6567984249845842,-0.4641233958907665,0.0,0,0.0,1228.65,3,Stayed,No,50,3094,Unknown,Unknown
7529-ZDFXI,1,79,No,1,1,No,0,United States,California,La Verne,91750,34.144703,-117.770299,35530,Yes,1,1.0029712063001384,,1,36.66,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.8338334841644282,1.1672105929923275,0.0,0,2089.62,7014.97,5,Stayed,No,36,4429,Unknown,Unknown
3197-ARFOY,0,67,No,1,0,No,0,United States,California,Ontario,91761,34.035602,-117.591528,56280,No,0,-0.5455009445783178,,1,7.95,No,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,1.3373579752147637,-0.12053136955798947,0.0,20,151.05,2178.3,3,Stayed,No,59,3524,Unknown,Unknown
4716-HHKQH,1,68,No,1,1,No,0,United States,California,Pomona,91767,34.083086,-117.737997,46626,Yes,3,-0.5047516774499374,,1,27.56,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,1.4054916522215746,-0.04780600873132402,0.0,0,551.1999999999999,2723.25,3,Stayed,No,65,5328,Unknown,Unknown
3179-GBRWV,1,79,No,1,1,No,0,United States,California,San Gabriel,91775,34.114772,-118.089431,23444,Yes,5,-0.464002410321557,,1,42.95,No,Yes,DSL,30,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.006258578081699082,-0.41507349385263637,0.0,0,901.95,2241.75,4,Stayed,No,23,4604,Unknown,Unknown
4847-TAJYI,0,77,No,1,0,No,0,United States,California,Chula Vista,91911,32.607964,-117.059459,71126,No,0,-1.0752414172472633,Offer E,1,8.06,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.8172155141627669,-0.7557529753950252,0.0,0,48.36,616.16,3,Stayed,No,75,2578,Unknown,Unknown
6851-WEFYX,1,73,No,1,1,No,0,United States,California,Descanso,91916,32.912664,-116.635387,1587,Yes,4,0.10648732947576899,,1,2.12,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,1.1977670272008092,0.510630325359111,0.0,0,74.2,3511.7,5,Stayed,No,38,3318,Unknown,Unknown
3167-SNQPL,1,71,No,1,1,Yes,1,United States,California,Pine Valley,91962,32.800671,-116.483363,1604,Yes,9,0.22873513086091027,,1,28.3,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,1.2093996062019723,0.6449383567158804,0.0,0,1075.4,4817.25,5,Stayed,No,78,4036,Unknown,Unknown
2799-ARNLO,0,67,No,1,1,No,0,United States,California,Bonsall,92003,33.290907,-117.202895,3849,No,0,-1.1159906843756437,Offer E,1,9.56,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.15249671409631763,-0.8555738286656059,0.0,0,47.8,389.4,4,Stayed,No,41,5437,Unknown,Unknown
5701-YVSVF,0,68,No,1,1,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Yes,9,-0.8714950816053613,Offer D,1,29.15,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.6028437011413373,-0.617958716183094,0.0,0,320.65,1200.6999999999998,4,Stayed,No,21,4413,Unknown,Unknown
5697-GOMBF,0,75,No,1,1,Yes,3,United States,California,Julian,92036,32.980678,-116.262854,3577,Yes,3,-0.178757540422894,,0,0.0,No,Yes,DSL,58,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,-0.9592454790148186,-0.5766535355194052,0.0,40,0.0,1013.65,5,Stayed,No,34,5444,Unknown,Unknown
2739-CACDQ,0,79,No,1,0,No,0,United States,California,La Jolla,92037,32.853743,-117.25034,42617,No,0,-0.6269994788350787,Offer D,1,1.06,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.5945347161405068,-0.3575948637089885,0.0,0,18.02,1488.07,4,Stayed,No,26,3754,Unknown,Unknown
6035-BXTTY,0,69,No,1,0,No,0,United States,California,Rancho Santa Fe,92067,33.012751,-117.200617,7615,No,0,-0.015760471909372284,,1,19.92,No,Yes,DSL,14,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,-0.33607160395252245,-0.19870671950000268,0.0,10,637.44,2477.54,5,Stayed,No,56,4045,Unknown,Unknown
0021-IKXGC,0,72,No,1,0,No,0,United States,California,San Marcos,92078,33.119028,-117.166036,6760,No,0,-1.2789877528891656,Offer E,1,7.77,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.2438955491054544,-0.9745027409397947,0.0,0,7.77,79.86999999999999,4,Joined,No,50,4432,Unknown,Unknown
4654-DLAMQ,0,69,No,1,1,No,0,United States,California,Warner Springs,92086,33.323705,-116.626907,1205,Yes,9,1.2882160761988013,,1,3.76,No,Yes,Fiber Optic,11,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,1.071470455188184,1.831601776199767,0.0,0,240.64,6671.54,3,Stayed,No,68,4053,Unknown,Unknown
4115-NZRKS,0,72,No,1,0,No,0,United States,California,San Diego,92102,32.716007,-117.117462,47140,No,0,-1.0344921501188828,,1,16.36,No,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.8105683261621028,-0.7528624953378974,0.0,0,114.52,688.87,5,Stayed,No,25,2415,Unknown,Unknown
3351-NGXYI,0,70,No,1,0,No,0,United States,California,San Diego,92106,32.71346,-117.236378,18525,No,0,-0.6677487459634591,Offer D,1,9.72,Yes,Yes,DSL,29,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.3543513709543497,-0.6140091289294612,0.0,0,155.52,1044.52,3,Stayed,No,38,2276,Unknown,Unknown
